event_id,train_number,station_id,timestamp,delay_minutes,cause_category,reported_text
EVT001236,12307,BCT,2026-01-19 06:00,35,Weather,High wind speed advisory near Mumbai Central affecting running.
EVT001237,12083,ST,2026-01-21 10:45,22,Passenger,Overcrowding-related boarding delay at Surat.
EVT001238,12312,ST,2026-01-03 15:15,78,Signal,Automatic signalling fault reported at Surat yard.
EVT001239,12205,CSMT,2026-01-09 07:00,49,Passenger,"Medical emergency on board, halted at Chhatrapati Shivaji Maharaj Terminus."
EVT001240,12107,MYS,2026-01-29 16:15,4,Rolling Stock,Coach fault detected during pre-departure check at Mysuru Junction.
EVT001241,12037,CBE,2026-01-19 03:15,64,Weather,"Dense fog conditions near Coimbatore Junction, speed restricted."
EVT001242,12248,NJP,2026-01-25 15:30,57,Crew,Guard unavailability causing hold at New Jalpaiguri.
EVT001243,12103,VSKP,2026-02-08 12:45,48,Signal,Signal failure near Visakhapatnam causing hold-up.
EVT001244,12239,BZA,2026-01-31 10:30,24,Crew,Loco pilot booking-on delay at Vijayawada Junction.
EVT001245,12298,SUR,2026-01-22 08:00,63,Passenger,Passenger chain-pulling incident near Solapur Junction.
EVT001246,12275,PURI,2026-02-14 08:30,36,Weather,Heavy rain reducing visibility near Puri.
EVT001247,12286,AII,2026-01-29 12:30,60,Weather,Heavy rain reducing visibility near Ajmer Junction.
EVT001248,12120,BBS,2026-02-01 08:45,66,Rolling Stock,Brake power certification delay at Bhubaneswar.
EVT001249,12309,MDU,2026-01-31 16:45,50,Rolling Stock,"Locomotive failure reported, engine change required at Madurai Junction."
EVT001250,12289,HWH,2026-01-20 03:15,8,Signal,Automatic signalling fault reported at Howrah Junction yard.
EVT001251,12299,UMB,2026-01-04 21:30,46,Weather,"Dense fog conditions near Ambala Cantt Junction, speed restricted."
EVT001252,12133,JBP,2026-01-30 01:45,17,Infrastructure,Track maintenance block in effect near Jabalpur Junction.
EVT001253,12185,BBS,2026-01-27 02:00,25,Infrastructure,Speed restriction due to track renewal work near Bhubaneswar.
EVT001254,12171,PRYJ,2026-02-11 05:45,1,Rolling Stock,Coach fault detected during pre-departure check at Prayagraj Junction.
EVT001255,12028,BPL,2026-02-09 03:30,59,Infrastructure,Overhead equipment (OHE) tripping reported near Bhopal Junction.
EVT001256,12003,BCT,2026-01-11 17:00,48,Rolling Stock,"Locomotive failure reported, engine change required at Mumbai Central."
EVT001257,12160,PRYJ,2026-02-13 00:30,1,Crew,Guard unavailability causing hold at Prayagraj Junction.
EVT001258,12253,ST,2026-02-27 23:45,7,Rolling Stock,Coach fault detected during pre-departure check at Surat.
EVT001259,12015,MAS,2026-02-23 19:15,10,Infrastructure,Overhead equipment (OHE) tripping reported near Chennai Central.
EVT001260,12201,MLDT,2026-02-09 15:30,1,Rolling Stock,Brake power certification delay at Malda Town.
EVT001261,12201,NJP,2026-01-31 02:45,32,Infrastructure,Track maintenance block in effect near New Jalpaiguri.
EVT001262,12208,PNBE,2026-02-17 16:45,1,Weather,Heavy rain reducing visibility near Patna Junction.
EVT001263,12206,MAS,2026-01-14 17:00,34,Infrastructure,Track maintenance block in effect near Chennai Central.
EVT001264,12005,PURI,2026-02-17 13:15,61,Infrastructure,Overhead equipment (OHE) tripping reported near Puri.
EVT001265,12314,COR,2026-01-26 11:30,48,Rolling Stock,Brake power certification delay at Kota Junction.
EVT001266,12249,NJP,2026-01-21 07:45,33,Signal,Automatic signalling fault reported at New Jalpaiguri yard.
EVT001267,12137,ERS,2026-01-22 09:00,28,Infrastructure,Track maintenance block in effect near Ernakulam Junction.
EVT001268,12055,KGP,2026-01-11 01:00,62,Rolling Stock,"Locomotive failure reported, engine change required at Kharagpur Junction."
EVT001269,12090,SBC,2026-02-02 05:00,30,Crew,Crew shortage reported at KSR Bengaluru City Junction link.
EVT001270,12301,VSKP,2026-01-23 07:45,49,Passenger,"Medical emergency on board, halted at Visakhapatnam."
EVT001271,12013,JP,2026-01-27 19:00,8,Weather,Heavy rain reducing visibility near Jaipur Junction.
EVT001272,12040,PUNE,2026-01-14 06:00,45,Signal,Automatic signalling fault reported at Pune Junction yard.
EVT001273,12068,BPL,2026-01-08 10:45,80,Infrastructure,Overhead equipment (OHE) tripping reported near Bhopal Junction.
EVT001274,12263,SC,2026-02-21 04:45,13,Infrastructure,Overhead equipment (OHE) tripping reported near Secunderabad Junction.
EVT001275,12264,KYN,2026-01-31 14:15,68,Operational,Platform congestion at Kalyan Junction delaying berthing.
EVT001276,12115,NGP,2026-01-28 19:30,55,Passenger,Passenger chain-pulling incident near Nagpur Junction.
EVT001277,12010,MAS,2026-01-26 12:00,29,Crew,Loco pilot booking-on delay at Chennai Central.
EVT001278,12089,SBC,2026-02-23 22:30,51,Crew,Crew shortage reported at KSR Bengaluru City Junction link.
EVT001279,12212,NDLS,2026-01-05 20:45,36,Signal,Signal failure near New Delhi causing hold-up.
EVT001280,12092,KYN,2026-02-22 04:15,60,Rolling Stock,Coach fault detected during pre-departure check at Kalyan Junction.
EVT001281,12219,NDLS,2026-02-17 02:15,46,Weather,High wind speed advisory near New Delhi affecting running.
EVT001282,12031,UMB,2026-02-04 08:45,17,Passenger,"Medical emergency on board, halted at Ambala Cantt Junction."
EVT001283,12088,BBS,2026-02-08 16:15,25,Infrastructure,Speed restriction due to track renewal work near Bhubaneswar.
EVT001284,12261,NDLS,2026-02-27 09:15,21,Weather,"Dense fog conditions near New Delhi, speed restricted."
EVT001285,12108,MAS,2026-01-22 20:45,1,Operational,Platform congestion at Chennai Central delaying berthing.
EVT001286,12272,MS,2026-02-21 23:00,1,Operational,Crossing conflict with another service at Chennai Egmore.
EVT001287,12261,HWH,2026-02-02 09:45,30,Passenger,"Medical emergency on board, halted at Howrah Junction."
EVT001288,12037,CBE,2026-01-17 01:45,92,Weather,High wind speed advisory near Coimbatore Junction affecting running.
EVT001289,12139,VSKP,2026-01-24 22:15,44,Signal,Points failure at Visakhapatnam delaying departure.
EVT001290,12133,JBP,2026-02-12 10:30,14,Passenger,"Medical emergency on board, halted at Jabalpur Junction."
EVT001291,12179,AGC,2026-02-10 20:45,25,Signal,Signal failure near Agra Cantt causing hold-up.
EVT001292,12049,ADI,2026-02-16 11:45,33,Operational,Platform congestion at Ahmedabad Junction delaying berthing.
EVT001293,12225,NDLS,2026-01-21 17:30,34,Infrastructure,Overhead equipment (OHE) tripping reported near New Delhi.
EVT001294,12158,TVC,2026-02-08 08:30,12,Operational,Platform congestion at Thiruvananthapuram Central delaying berthing.
EVT001295,12280,NDLS,2026-02-07 05:15,29,Weather,Heavy rain reducing visibility near New Delhi.
EVT001296,12294,ASN,2026-01-04 15:45,34,Operational,Platform congestion at Asansol Junction delaying berthing.
EVT001297,12007,JHS,2026-02-24 01:15,16,Operational,Crossing conflict with another service at Jhansi Junction.
EVT001298,12107,VSKP,2026-02-09 05:45,1,Infrastructure,Track maintenance block in effect near Visakhapatnam.
EVT001299,12012,UBL,2026-02-15 11:45,4,Rolling Stock,"Locomotive failure reported, engine change required at Hubballi Junction."
EVT001300,12258,BCT,2026-01-24 12:30,59,Weather,High wind speed advisory near Mumbai Central affecting running.
EVT001301,12226,NGP,2026-02-08 07:30,53,Weather,Heavy rain reducing visibility near Nagpur Junction.
EVT001302,12036,BWN,2026-01-23 02:30,1,Crew,Loco pilot booking-on delay at Barddhaman Junction.
EVT001303,12280,NGP,2026-02-24 00:30,49,Crew,Loco pilot booking-on delay at Nagpur Junction.
EVT001304,12092,KYN,2026-02-02 07:45,77,Operational,Late running of connecting rake into Kalyan Junction.
EVT001305,12101,PNBE,2026-01-28 11:30,60,Weather,"Dense fog conditions near Patna Junction, speed restricted."
EVT001306,12009,PRYJ,2026-01-19 10:45,44,Rolling Stock,"Locomotive failure reported, engine change required at Prayagraj Junction."
EVT001307,12163,JHS,2026-01-14 05:45,28,Weather,Heavy rain reducing visibility near Jhansi Junction.
EVT001308,12273,JHS,2026-01-29 11:45,28,Weather,"Dense fog conditions near Jhansi Junction, speed restricted."
EVT001309,12027,COR,2026-01-03 15:30,55,Crew,Guard unavailability causing hold at Kota Junction.
EVT001310,12064,COR,2026-02-20 18:00,3,Infrastructure,Overhead equipment (OHE) tripping reported near Kota Junction.
EVT001311,12147,UBL,2026-02-28 17:30,1,Crew,Loco pilot booking-on delay at Hubballi Junction.
EVT001312,12253,PNBE,2026-01-03 04:30,1,Weather,High wind speed advisory near Patna Junction affecting running.
EVT001313,12130,KYN,2026-01-16 20:00,25,Operational,Late running of connecting rake into Kalyan Junction.
EVT001314,12247,VSKP,2026-02-11 19:00,67,Operational,Platform congestion at Visakhapatnam delaying berthing.
EVT001315,12034,CSMT,2026-02-28 05:00,38,Signal,Points failure at Chhatrapati Shivaji Maharaj Terminus delaying departure.
EVT001316,12202,PNBE,2026-01-17 04:45,53,Passenger,Passenger chain-pulling incident near Patna Junction.
EVT001317,12200,PNBE,2026-01-02 15:15,28,Weather,"Dense fog conditions near Patna Junction, speed restricted."
EVT001318,12093,KGP,2026-01-24 04:00,39,Rolling Stock,Brake power certification delay at Kharagpur Junction.
EVT001319,12126,NGP,2026-01-13 00:00,64,Operational,Platform congestion at Nagpur Junction delaying berthing.
EVT001320,12197,SC,2026-02-03 07:15,5,Weather,Heavy rain reducing visibility near Secunderabad Junction.
EVT001321,12169,MFP,2026-02-01 09:00,38,Operational,Late running of connecting rake into Muzaffarpur Junction.
EVT001322,12196,NGP,2026-02-14 08:15,26,Rolling Stock,"Locomotive failure reported, engine change required at Nagpur Junction."
EVT001323,12281,UMB,2026-02-12 07:00,20,Signal,Automatic signalling fault reported at Ambala Cantt Junction yard.
EVT001324,12251,R,2026-02-24 09:45,60,Infrastructure,Speed restriction due to track renewal work near Raipur Junction.
EVT001325,12129,TVC,2026-01-26 01:45,37,Rolling Stock,Coach fault detected during pre-departure check at Thiruvananthapuram Central.
EVT001326,12121,KYN,2026-02-03 17:15,31,Operational,Platform congestion at Kalyan Junction delaying berthing.
EVT001327,12130,JP,2026-02-21 19:00,56,Crew,Guard unavailability causing hold at Jaipur Junction.
EVT001328,12131,ROU,2026-02-23 17:00,36,Weather,High wind speed advisory near Rourkela affecting running.
EVT001329,12053,PNBE,2026-01-26 08:45,51,Signal,Points failure at Patna Junction delaying departure.
EVT001330,12219,VSKP,2026-02-10 11:45,38,Rolling Stock,Coach fault detected during pre-departure check at Visakhapatnam.
EVT001331,12230,JP,2026-01-26 20:45,36,Signal,Points failure at Jaipur Junction delaying departure.
EVT001332,12163,JHS,2026-02-16 08:45,70,Crew,Guard unavailability causing hold at Jhansi Junction.
EVT001333,12042,DURG,2026-02-15 19:15,47,Operational,Late running of connecting rake into Durg Junction.
EVT001334,12247,PRYJ,2026-02-15 12:30,1,Infrastructure,Track maintenance block in effect near Prayagraj Junction.
EVT001335,12111,MAS,2026-01-14 06:30,51,Signal,Signal failure near Chennai Central causing hold-up.
EVT001336,12012,MAO,2026-02-04 05:00,30,Weather,"Dense fog conditions near Madgaon Junction, speed restricted."
EVT001337,12016,BCT,2026-01-23 10:30,1,Signal,Automatic signalling fault reported at Mumbai Central yard.
EVT001338,12177,NJP,2026-02-19 19:45,56,Passenger,"Medical emergency on board, halted at New Jalpaiguri."
EVT001339,12045,JBP,2026-01-07 15:15,7,Rolling Stock,Brake power certification delay at Jabalpur Junction.
EVT001340,12103,SDAH,2026-02-21 11:15,25,Infrastructure,Track maintenance block in effect near Sealdah.
EVT001341,12243,NDLS,2026-02-13 07:00,92,Operational,Late running of connecting rake into New Delhi.
EVT001342,12027,COR,2026-02-28 08:00,22,Operational,Late running of connecting rake into Kota Junction.
EVT001343,12263,SBC,2026-02-19 11:00,25,Rolling Stock,Coach fault detected during pre-departure check at KSR Bengaluru City Junction.
EVT001344,12155,DLI,2026-01-04 12:30,18,Operational,Late running of connecting rake into Delhi Junction (Old Delhi).
EVT001345,12237,TATA,2026-01-07 22:45,41,Crew,Guard unavailability causing hold at Tatanagar Junction.
EVT001346,12054,VSKP,2026-02-27 03:45,37,Crew,Loco pilot booking-on delay at Visakhapatnam.
EVT001347,12219,NDLS,2026-03-01 13:45,45,Operational,Platform congestion at New Delhi delaying berthing.
EVT001348,12231,ADI,2026-01-29 00:45,46,Signal,Points failure at Ahmedabad Junction delaying departure.
EVT001349,12210,KYN,2026-02-23 09:00,18,Weather,"Dense fog conditions near Kalyan Junction, speed restricted."
EVT001350,12242,BSP,2026-02-25 19:30,106,Infrastructure,Overhead equipment (OHE) tripping reported near Bilaspur Junction.
EVT001351,12281,UMB,2026-01-12 10:15,16,Rolling Stock,Coach fault detected during pre-departure check at Ambala Cantt Junction.
EVT001352,12235,SC,2026-02-04 18:45,14,Operational,Late running of connecting rake into Secunderabad Junction.
EVT001353,12246,LDH,2026-01-06 12:45,16,Passenger,Passenger chain-pulling incident near Ludhiana Junction.
EVT001354,12114,COR,2026-02-12 20:15,1,Signal,Points failure at Kota Junction delaying departure.
EVT001355,12245,DLI,2026-01-02 19:30,60,Passenger,Overcrowding-related boarding delay at Delhi Junction (Old Delhi).
EVT001356,12031,UMB,2026-02-11 02:30,52,Rolling Stock,Brake power certification delay at Ambala Cantt Junction.
EVT001357,12049,ADI,2026-02-17 07:15,2,Weather,Heavy rain reducing visibility near Ahmedabad Junction.
EVT001358,12029,BPL,2026-02-28 15:15,55,Infrastructure,Overhead equipment (OHE) tripping reported near Bhopal Junction.
EVT001359,12302,DHN,2026-02-11 19:30,59,Signal,Points failure at Dhanbad Junction delaying departure.
EVT001360,12117,COR,2026-02-02 09:00,49,Passenger,"Medical emergency on board, halted at Kota Junction."
EVT001361,12064,HWH,2026-02-28 00:45,16,Passenger,Passenger chain-pulling incident near Howrah Junction.
EVT001362,12280,NDLS,2026-01-06 10:45,1,Passenger,"Medical emergency on board, halted at New Delhi."
EVT001363,12027,RTM,2026-03-01 18:00,34,Passenger,"Medical emergency on board, halted at Ratlam Junction."
EVT001364,12042,DURG,2026-01-17 06:30,26,Crew,Guard unavailability causing hold at Durg Junction.
EVT001365,12104,KGP,2026-03-01 16:45,21,Infrastructure,Overhead equipment (OHE) tripping reported near Kharagpur Junction.
EVT001366,12315,HWH,2026-02-28 07:30,33,Operational,Crossing conflict with another service at Howrah Junction.
EVT001367,12074,MYS,2026-01-30 12:15,27,Operational,Platform congestion at Mysuru Junction delaying berthing.
EVT001368,12274,VSKP,2026-01-16 00:45,68,Weather,"Dense fog conditions near Visakhapatnam, speed restricted."
EVT001369,12255,MAS,2026-02-03 07:30,21,Signal,Points failure at Chennai Central delaying departure.
EVT001370,12247,ERS,2026-02-10 05:30,19,Weather,Heavy rain reducing visibility near Ernakulam Junction.
EVT001371,12215,COR,2026-01-20 11:30,28,Signal,Points failure at Kota Junction delaying departure.
EVT001372,12079,KGP,2026-01-31 06:15,23,Signal,Signal failure near Kharagpur Junction causing hold-up.
EVT001373,12095,JP,2026-02-23 17:45,59,Crew,Loco pilot booking-on delay at Jaipur Junction.
EVT001374,12206,KGP,2026-01-17 03:45,61,Infrastructure,Speed restriction due to track renewal work near Kharagpur Junction.
EVT001375,12129,TVC,2026-01-12 04:30,7,Operational,Crossing conflict with another service at Thiruvananthapuram Central.
EVT001376,12312,ST,2026-01-22 03:45,34,Crew,Guard unavailability causing hold at Surat.
EVT001377,12091,MFP,2026-01-24 22:15,40,Rolling Stock,Brake power certification delay at Muzaffarpur Junction.
EVT001378,12283,BPL,2026-02-11 14:00,35,Infrastructure,Speed restriction due to track renewal work near Bhopal Junction.
EVT001379,12167,BCT,2026-01-17 21:30,1,Weather,High wind speed advisory near Mumbai Central affecting running.
EVT001380,12269,MAS,2026-01-27 09:45,71,Crew,Guard unavailability causing hold at Chennai Central.
EVT001381,12152,KYN,2026-01-30 13:00,23,Infrastructure,Overhead equipment (OHE) tripping reported near Kalyan Junction.
EVT001382,12274,BBS,2026-01-23 19:30,19,Infrastructure,Speed restriction due to track renewal work near Bhubaneswar.
EVT001383,12090,SBC,2026-01-24 04:30,40,Operational,Late running of connecting rake into KSR Bengaluru City Junction.
EVT001384,12274,CTC,2026-01-01 21:15,1,Rolling Stock,Coach fault detected during pre-departure check at Cuttack Junction.
EVT001385,12127,NJP,2026-01-20 13:00,1,Signal,Automatic signalling fault reported at New Jalpaiguri yard.
EVT001386,12050,BBS,2026-02-07 20:00,51,Weather,Heavy rain reducing visibility near Bhubaneswar.
EVT001387,12051,COR,2026-02-11 21:00,12,Weather,High wind speed advisory near Kota Junction affecting running.
EVT001388,12086,MAS,2026-02-22 20:15,34,Crew,Loco pilot booking-on delay at Chennai Central.
EVT001389,12266,COR,2026-02-13 03:15,69,Infrastructure,Overhead equipment (OHE) tripping reported near Kota Junction.
EVT001390,12243,DLI,2026-01-29 15:00,25,Signal,Automatic signalling fault reported at Delhi Junction (Old Delhi) yard.
EVT001391,12197,SC,2026-02-08 00:00,5,Crew,Guard unavailability causing hold at Secunderabad Junction.
EVT001392,12230,TVC,2026-02-06 08:00,69,Infrastructure,Speed restriction due to track renewal work near Thiruvananthapuram Central.
EVT001393,12001,BBS,2026-02-18 17:15,47,Infrastructure,Track maintenance block in effect near Bhubaneswar.
EVT001394,12289,DLI,2026-01-26 08:00,1,Signal,Points failure at Delhi Junction (Old Delhi) delaying departure.
EVT001395,12316,BWN,2026-01-10 22:15,10,Rolling Stock,Coach fault detected during pre-departure check at Barddhaman Junction.
EVT001396,12215,JP,2026-02-22 13:30,22,Infrastructure,Speed restriction due to track renewal work near Jaipur Junction.
EVT001397,12231,MLDT,2026-02-26 12:30,46,Crew,Loco pilot booking-on delay at Malda Town.
EVT001398,12091,PNBE,2026-01-01 17:00,22,Signal,Automatic signalling fault reported at Patna Junction yard.
EVT001399,12296,PRYJ,2026-02-19 17:00,63,Signal,Signal failure near Prayagraj Junction causing hold-up.
EVT001400,12126,UMB,2026-03-01 06:45,1,Signal,Points failure at Ambala Cantt Junction delaying departure.
EVT001401,12078,SC,2026-02-10 05:15,57,Operational,Platform congestion at Secunderabad Junction delaying berthing.
EVT001402,12097,BSL,2026-01-04 17:00,1,Rolling Stock,Coach fault detected during pre-departure check at Bhusaval Junction.
EVT001403,12292,HYB,2026-02-07 14:45,55,Signal,Points failure at Hyderabad Deccan delaying departure.
EVT001404,12200,PNBE,2026-01-18 02:30,73,Signal,Points failure at Patna Junction delaying departure.
EVT001405,12034,SC,2026-02-19 21:15,31,Operational,Crossing conflict with another service at Secunderabad Junction.
EVT001406,12068,CSMT,2026-02-23 22:30,30,Weather,Heavy rain reducing visibility near Chhatrapati Shivaji Maharaj Terminus.
EVT001407,12286,NDLS,2026-01-20 18:15,1,Infrastructure,Speed restriction due to track renewal work near New Delhi.
EVT001408,12199,MYS,2026-02-19 20:45,18,Crew,Guard unavailability causing hold at Mysuru Junction.
EVT001409,12137,MAS,2026-01-10 23:15,23,Infrastructure,Track maintenance block in effect near Chennai Central.
EVT001410,12184,ROU,2026-02-02 11:45,24,Passenger,Passenger chain-pulling incident near Rourkela.
EVT001411,12263,MAS,2026-02-03 19:00,15,Infrastructure,Overhead equipment (OHE) tripping reported near Chennai Central.
EVT001412,12041,PNBE,2026-01-23 10:45,40,Crew,Loco pilot booking-on delay at Patna Junction.
EVT001413,12106,ERS,2026-01-18 23:00,45,Weather,High wind speed advisory near Ernakulam Junction affecting running.
EVT001414,12312,CBE,2026-01-30 18:30,50,Signal,Points failure at Coimbatore Junction delaying departure.
EVT001415,12080,PRYJ,2026-02-02 19:00,1,Signal,Automatic signalling fault reported at Prayagraj Junction yard.
EVT001416,12168,JBP,2026-02-04 02:00,39,Infrastructure,Speed restriction due to track renewal work near Jabalpur Junction.
EVT001417,12315,SBC,2026-02-20 16:30,40,Rolling Stock,Brake power certification delay at KSR Bengaluru City Junction.
EVT001418,12247,NDLS,2026-01-03 01:15,47,Crew,Loco pilot booking-on delay at New Delhi.
EVT001419,12094,JBP,2026-02-17 17:00,4,Operational,Crossing conflict with another service at Jabalpur Junction.
EVT001420,12094,DURG,2026-02-05 20:00,27,Passenger,"Medical emergency on board, halted at Durg Junction."
EVT001421,12233,MLDT,2026-02-25 06:30,3,Signal,Automatic signalling fault reported at Malda Town yard.
EVT001422,12164,BSP,2026-02-28 19:15,17,Signal,Automatic signalling fault reported at Bilaspur Junction yard.
EVT001423,12176,JBP,2026-01-27 16:00,32,Operational,Late running of connecting rake into Jabalpur Junction.
EVT001424,12280,NGP,2026-02-08 23:00,1,Rolling Stock,"Locomotive failure reported, engine change required at Nagpur Junction."
EVT001425,12053,AII,2026-01-14 12:15,17,Weather,"Dense fog conditions near Ajmer Junction, speed restricted."
EVT001426,12095,KYN,2026-02-13 09:45,25,Weather,High wind speed advisory near Kalyan Junction affecting running.
EVT001427,12019,PNBE,2026-02-14 01:45,40,Signal,Points failure at Patna Junction delaying departure.
EVT001428,12229,NJP,2026-02-14 08:45,23,Signal,Signal failure near New Jalpaiguri causing hold-up.
EVT001429,12318,COR,2026-02-27 05:30,67,Rolling Stock,Brake power certification delay at Kota Junction.
EVT001430,12245,NDLS,2026-01-25 07:00,20,Infrastructure,Speed restriction due to track renewal work near New Delhi.
EVT001431,12272,NDLS,2026-01-02 19:00,50,Rolling Stock,Brake power certification delay at New Delhi.
EVT001432,12029,ADI,2026-02-23 13:15,52,Weather,"Dense fog conditions near Ahmedabad Junction, speed restricted."
EVT001433,12235,HYB,2026-02-22 08:15,16,Weather,Heavy rain reducing visibility near Hyderabad Deccan.
EVT001434,12078,SUR,2026-01-21 18:45,3,Infrastructure,Overhead equipment (OHE) tripping reported near Solapur Junction.
EVT001435,12233,HWH,2026-02-05 20:15,34,Infrastructure,Speed restriction due to track renewal work near Howrah Junction.
EVT001436,12245,DLI,2026-01-29 11:30,3,Rolling Stock,Coach fault detected during pre-departure check at Delhi Junction (Old Delhi).
EVT001437,12071,KYN,2026-02-26 17:30,1,Crew,Crew shortage reported at Kalyan Junction link.
EVT001438,12218,MYS,2026-02-02 15:15,9,Rolling Stock,Brake power certification delay at Mysuru Junction.
EVT001439,12205,ERS,2026-01-03 01:00,17,Operational,Platform congestion at Ernakulam Junction delaying berthing.
EVT001440,12175,COR,2026-02-11 08:30,29,Infrastructure,Track maintenance block in effect near Kota Junction.
EVT001441,12122,UMB,2026-01-17 20:30,16,Rolling Stock,Coach fault detected during pre-departure check at Ambala Cantt Junction.
EVT001442,12233,KGP,2026-01-08 22:30,29,Infrastructure,Overhead equipment (OHE) tripping reported near Kharagpur Junction.
EVT001443,12018,SDAH,2026-01-31 01:45,1,Weather,High wind speed advisory near Sealdah affecting running.
EVT001444,12171,MFP,2026-01-05 16:00,58,Signal,Points failure at Muzaffarpur Junction delaying departure.
EVT001445,12201,VSKP,2026-02-25 11:30,3,Signal,Automatic signalling fault reported at Visakhapatnam yard.
EVT001446,12288,RTM,2026-02-06 16:00,24,Signal,Points failure at Ratlam Junction delaying departure.
EVT001447,12097,PUNE,2026-02-09 21:45,17,Operational,Crossing conflict with another service at Pune Junction.
EVT001448,12044,BSP,2026-02-25 03:45,13,Crew,Loco pilot booking-on delay at Bilaspur Junction.
EVT001449,12235,SC,2026-01-17 17:00,32,Operational,Late running of connecting rake into Secunderabad Junction.
EVT001450,12266,NDLS,2026-01-29 03:30,37,Weather,Heavy rain reducing visibility near New Delhi.
EVT001451,12212,SDAH,2026-01-14 20:30,1,Passenger,"Medical emergency on board, halted at Sealdah."
EVT001452,12199,MAS,2026-02-04 18:15,47,Operational,Late running of connecting rake into Chennai Central.
EVT001453,12258,BBS,2026-03-01 16:45,22,Signal,Automatic signalling fault reported at Bhubaneswar yard.
EVT001454,12196,BWN,2026-01-21 16:00,21,Operational,Late running of connecting rake into Barddhaman Junction.
EVT001455,12149,CTC,2026-01-11 23:00,3,Signal,Points failure at Cuttack Junction delaying departure.
EVT001456,12228,JP,2026-01-03 20:00,5,Crew,Loco pilot booking-on delay at Jaipur Junction.
EVT001457,12099,ASN,2026-01-21 22:45,34,Signal,Automatic signalling fault reported at Asansol Junction yard.
EVT001458,12031,UMB,2026-02-21 17:30,29,Operational,Crossing conflict with another service at Ambala Cantt Junction.
EVT001459,12318,COR,2026-02-06 10:30,56,Crew,Guard unavailability causing hold at Kota Junction.
EVT001460,12048,SC,2026-02-03 02:15,24,Signal,Signal failure near Secunderabad Junction causing hold-up.
EVT001461,12253,GKP,2026-02-03 22:15,38,Infrastructure,Overhead equipment (OHE) tripping reported near Gorakhpur Junction.
EVT001462,12297,BSP,2026-01-11 23:15,21,Infrastructure,Speed restriction due to track renewal work near Bilaspur Junction.
EVT001463,12133,JP,2026-01-24 22:00,37,Crew,Guard unavailability causing hold at Jaipur Junction.
EVT001464,12092,JP,2026-02-23 15:00,43,Rolling Stock,"Locomotive failure reported, engine change required at Jaipur Junction."
EVT001465,12196,BWN,2026-01-22 03:30,1,Passenger,Overcrowding-related boarding delay at Barddhaman Junction.
EVT001466,12064,SDAH,2026-01-13 04:45,39,Passenger,Overcrowding-related boarding delay at Sealdah.
EVT001467,12028,JP,2026-01-03 04:00,1,Infrastructure,Track maintenance block in effect near Jaipur Junction.
EVT001468,12194,NDLS,2026-02-24 15:45,37,Passenger,Passenger chain-pulling incident near New Delhi.
EVT001469,12151,BCT,2026-01-12 20:45,25,Infrastructure,Track maintenance block in effect near Mumbai Central.
EVT001470,12125,GKP,2026-01-18 02:45,55,Rolling Stock,Brake power certification delay at Gorakhpur Junction.
EVT001471,12091,NDLS,2026-02-21 05:30,14,Passenger,Passenger chain-pulling incident near New Delhi.
EVT001472,12048,JBP,2026-02-26 02:30,4,Weather,High wind speed advisory near Jabalpur Junction affecting running.
EVT001473,12116,ROU,2026-02-11 06:45,49,Rolling Stock,Brake power certification delay at Rourkela.
EVT001474,12187,PRYJ,2026-02-17 21:30,9,Infrastructure,Speed restriction due to track renewal work near Prayagraj Junction.
EVT001475,12186,ASN,2026-02-22 23:15,2,Rolling Stock,Coach fault detected during pre-departure check at Asansol Junction.
EVT001476,12147,UBL,2026-02-26 05:30,1,Rolling Stock,"Locomotive failure reported, engine change required at Hubballi Junction."
EVT001477,12163,NDLS,2026-01-16 01:45,1,Weather,Heavy rain reducing visibility near New Delhi.
EVT001478,12059,TVC,2026-01-01 08:30,65,Weather,High wind speed advisory near Thiruvananthapuram Central affecting running.
EVT001479,12271,MAS,2026-01-11 06:30,1,Weather,Heavy rain reducing visibility near Chennai Central.
EVT001480,12259,GKP,2026-01-24 13:15,38,Signal,Signal failure near Gorakhpur Junction causing hold-up.
EVT001481,12171,MFP,2026-02-07 17:00,5,Operational,Late running of connecting rake into Muzaffarpur Junction.
EVT001482,12078,CSMT,2026-01-14 19:45,47,Infrastructure,Overhead equipment (OHE) tripping reported near Chhatrapati Shivaji Maharaj Terminus.
EVT001483,12271,MAS,2026-01-23 22:30,23,Rolling Stock,Coach fault detected during pre-departure check at Chennai Central.
EVT001484,12106,ERS,2026-01-13 16:00,27,Operational,Crossing conflict with another service at Ernakulam Junction.
EVT001485,12319,HWH,2026-02-06 21:30,9,Operational,Platform congestion at Howrah Junction delaying berthing.
EVT001486,12155,NGP,2026-02-28 11:00,43,Rolling Stock,"Locomotive failure reported, engine change required at Nagpur Junction."
EVT001487,12232,MAS,2026-01-26 11:30,11,Infrastructure,Speed restriction due to track renewal work near Chennai Central.
EVT001488,12304,MAO,2026-02-17 01:45,62,Weather,"Dense fog conditions near Madgaon Junction, speed restricted."
EVT001489,12273,JHS,2026-02-17 22:15,1,Rolling Stock,"Locomotive failure reported, engine change required at Jhansi Junction."
EVT001490,12103,BZA,2026-01-03 08:15,2,Infrastructure,Track maintenance block in effect near Vijayawada Junction.
EVT001491,12031,LDH,2026-01-03 13:45,40,Infrastructure,Track maintenance block in effect near Ludhiana Junction.
